side,price,qty
bid,63526.28,0.0001
bid,63526.27,0.00019
bid,63525.53,0.01918
bid,63525.22,0.27043
bid,63524.98,0.00008
bid,63524.6,0.00014
bid,63524.36,0.00029
bid,63523.66,0.00009
bid,63522.86,0.00157
bid,63522.46,0.00022
bid,63522.13,0.00032
bid,63522.0,0.00314
bid,63521.58,0.00008
bid,63521.35,0.00014
bid,63520.6,0.00009
bid,63520.0,0.34469
bid,63519.71,0.0001
bid,63518.87,0.00039
bid,63518.53,0.00157
bid,63517.32,0.00009
bid,63516.19,0.00019
bid,63516.12,0.0001
bid,63515.35,0.00012
bid,63514.81,0.00104
bid,63514.53,0.00338
bid,63514.52,0.26334
bid,63514.28,0.00008
bid,63514.25,0.00011
bid,63513.86,0.03473
bid,63512.46,0.01556
bid,63511.15,0.00013
bid,63510.64,0.0001
bid,63510.09,0.00022
bid,63510.0,0.02236
bid,63509.66,0.06268
bid,63509.33,0.00024
bid,63508.24,0.00011
bid,63507.83,0.00496
bid,63507.78,0.00009
bid,63506.65,0.1
bid,63504.05,0.00586
bid,63504.0,0.00017
bid,63502.96,0.00011
bid,63502.38,0.00009
bid,63500.04,0.02774
bid,63500.0,2.26455
bid,63499.97,0.0001
bid,63498.97,0.00025
bid,63498.24,0.0001
bid,63497.7,0.0001
bid,63496.16,0.00012
bid,63495.95,0.00257
bid,63495.49,0.00037
bid,63492.66,0.01892
bid,63492.29,0.01907
bid,63491.9,0.00009
bid,63491.59,0.00008
bid,63491.21,0.00028
bid,63490.94,0.00009
bid,63488.55,0.00338
bid,63488.54,0.06824
bid,63486.64,0.00157
bid,63486.47,0.00949
bid,63485.5,0.00022
bid,63484.91,0.00008
bid,63482.28,0.00058
bid,63482.0,0.0001
bid,63481.03,0.00026
bid,63480.75,0.30968
bid,63480.0,0.02018
bid,63479.34,0.00011
bid,63478.33,0.00017
bid,63477.0,0.09861
bid,63476.38,0.00308
bid,63473.68,0.00022
bid,63471.38,0.02382
bid,63471.16,0.00075
bid,63470.94,0.00009
bid,63470.36,0.07658
bid,63469.93,0.00009
bid,63469.16,0.00203
bid,63468.96,0.0009
bid,63468.42,0.00017
bid,63468.06,0.0001
bid,63468.0,0.00012
bid,63467.55,0.00018
bid,63466.55,0.00009
bid,63464.93,0.00024
bid,63464.56,0.00232
bid,63463.88,0.001
bid,63463.45,0.00012
bid,63460.93,0.00014
bid,63460.0,0.01507
bid,63459.93,0.00037
bid,63459.1,0.00157
bid,63458.28,0.00016
bid,63457.94,0.00041
bid,63457.14,0.00009
bid,63456.0,0.00029
bid,63455.01,0.00022
bid,63454.46,0.00009
bid,63454.09,0.00014
bid,63452.87,0.00027
bid,63451.5,0.00304
bid,63450.05,0.00017
bid,63450.0,1.5639
bid,63449.1,0.00157
bid,63447.8,0.00008
bid,63447.01,0.00025
bid,63446.0,0.00241
bid,63444.46,0.0025
bid,63441.95,0.0001
bid,63441.37,0.00013
bid,63441.0,0.00009
bid,63440.0,0.01651
bid,63439.32,0.00009
bid,63439.3,0.00009
bid,63438.66,0.00046
bid,63437.71,0.00027
bid,63436.31,0.35462
bid,63435.11,0.0001
bid,63434.78,0.00018
bid,63433.11,0.00232
bid,63432.26,0.00024
bid,63432.0,0.0599
bid,63428.72,0.00009
bid,63428.57,0.00497
bid,63428.43,0.001
bid,63427.13,0.00021
bid,63425.57,0.04056
bid,63422.71,0.00054
bid,63422.35,0.00047
bid,63421.92,0.0001
bid,63421.55,0.00368
bid,63421.08,0.00023
bid,63420.99,0.00339
bid,63420.06,0.00612
bid,63419.27,0.00279
bid,63415.43,0.00138
bid,63414.8,0.0348
bid,63413.95,0.0072
bid,63413.38,0.00013
bid,63411.65,0.00048
bid,63410.49,0.00013
bid,63410.17,0.00353
bid,63410.05,0.00009
bid,63409.95,0.00009
bid,63409.36,0.00235
bid,63408.65,0.00041
bid,63408.0,0.00008
bid,63407.41,0.00057
bid,63407.08,0.00337
bid,63406.35,0.00021
bid,63405.75,0.0006
bid,63405.47,0.00012
bid,63405.0,0.00012
bid,63404.14,0.0077
bid,63401.33,0.00011
bid,63400.34,0.00011
bid,63400.0,3.98829
bid,63399.09,0.00017
bid,63397.09,0.01594
bid,63396.0,0.213
bid,63391.9,0.40608
bid,63390.69,0.0002
bid,63388.88,0.00114
bid,63388.0,0.01706
bid,63387.56,0.2304
bid,63386.89,0.00015
bid,63386.75,0.0001
bid,63385.32,0.0001
bid,63383.88,0.0018
bid,63380.95,0.00019
bid,63380.0,0.17713
bid,63377.77,0.00009
bid,63377.15,0.00094
bid,63373.68,0.00017
bid,63373.29,0.00037
bid,63372.56,0.001
bid,63371.24,0.0002
bid,63369.12,0.00009
bid,63364.1,0.00009
bid,63363.98,0.00035
bid,63363.32,0.00009
bid,63362.69,0.00387
bid,63360.43,0.00009
bid,63360.0,1.07047
bid,63358.81,0.00011
bid,63358.53,0.00012
bid,63356.47,0.00029
bid,63355.35,0.00473
bid,63354.7,0.03193
bid,63350.73,0.00009
bid,63350.61,0.02565
bid,63350.0,0.6891
bid,63348.57,0.00035
bid,63347.99,0.00026
bid,63347.52,0.46501
bid,63345.72,0.00024
bid,63345.0,0.0121
bid,63343.97,0.00015
bid,63340.12,0.0002
bid,63337.88,0.00017
bid,63337.5,0.00011
bid,63335.19,0.20718
bid,63334.51,0.00048
bid,63333.7,0.00033
bid,63333.62,0.00017
bid,63333.33,0.10429
bid,63329.35,0.20727
bid,63327.0,0.06316
bid,63326.7,0.00045
bid,63320.39,0.0001
bid,63320.0,1.17714
bid,63318.33,0.00442
bid,63315.96,0.00009
bid,63313.0,0.01296
bid,63312.0,0.00015
bid,63310.53,0.00021
bid,63310.1,0.0005
bid,63308.4,0.00039
bid,63308.25,0.00009
bid,63307.46,0.00015
bid,63305.49,11.86041
bid,63304.42,0.02
bid,63303.17,0.5325
bid,63302.33,0.00029
bid,63301.0,0.00214
bid,63300.24,0.00009
bid,63300.0,12.95337
bid,63299.51,0.00009
bid,63298.82,0.021
bid,63296.0,0.02414
bid,63289.6,0.00615
bid,63286.46,0.0002
bid,63283.87,0.00015
bid,63281.89,0.00009
bid,63280.0,0.17197
bid,63277.83,0.00012
bid,63275.45,0.00061
bid,63274.0,0.00521
bid,63273.89,0.00031
bid,63258.85,0.60977
bid,63257.44,0.00596
bid,63254.54,0.00018
bid,63253.0,0.33924
bid,63252.46,0.00182
bid,63250.67,0.00077
bid,63250.28,0.00009
bid,63250.0,2.37277
bid,63240.0,0.10025
bid,63238.0,0.23441
bid,63230.46,0.00012
bid,63229.7,0.0058
bid,63229.0,0.00104
bid,63226.99,0.00215
bid,63223.68,0.00142
bid,63221.47,0.00186
bid,63216.69,0.0002
bid,63215.14,0.00067
bid,63214.56,0.69826
bid,63212.01,0.00008
bid,63210.26,0.00079
bid,63209.21,0.00024
bid,63209.18,0.00645
bid,63207.58,0.00012
bid,63200.0,10.63765
bid,63198.68,0.26085
bid,63198.42,0.00077
bid,63194.59,0.00032
bid,63193.16,0.00262
bid,63185.43,0.00665
bid,63183.16,0.00017
bid,63170.3,0.79967
bid,63157.14,0.00008
bid,63155.01,0.00009
bid,63152.88,0.00009
bid,63149.36,0.00367
bid,63138.0,0.00063
bid,63125.0,0.02719
bid,63121.82,0.00279
bid,63120.0,0.08917
bid,63118.01,0.00476
bid,63117.68,0.00158
bid,63112.5,0.00039
bid,63110.2,0.01
bid,63100.0,9.34181
bid,63099.74,0.00079
bid,63093.96,0.00019
bid,63092.79,0.00039
bid,63084.29,0.00079
bid,63083.98,0.002
bid,63077.16,0.0002
bid,63070.5,0.00029
bid,63062.03,0.00038
bid,63042.02,0.00011
bid,63039.32,0.00098
bid,63038.66,0.00047
bid,63024.04,0.01138
bid,63011.0,0.01556
bid,63008.34,0.00052
bid,63000.0,87.33829
bid,62984.67,0.0096
bid,62967.76,0.00049
bid,62958.0,0.00035
bid,62955.71,0.00016
bid,62953.09,0.00033
bid,62918.75,0.0002
bid,62915.88,0.00057
bid,62911.94,0.00014
bid,62908.0,0.00054
bid,62904.11,0.00021
bid,62900.0,11.45683
bid,62899.4,0.00016
bid,62899.13,0.00012
bid,62896.65,0.00012
bid,62896.2,0.00026
bid,62895.1,0.00013
bid,62894.21,0.00038
bid,62888.0,6.04197
bid,62886.33,0.0008
bid,62882.84,0.26214
bid,62880.43,0.00065
bid,62877.09,11.94061
bid,62874.27,0.00009
bid,62874.14,0.001
bid,62872.16,0.00377
bid,62866.63,0.00009
bid,62866.0,1.00781
bid,62858.9,0.00079
bid,62858.75,0.00009
bid,62856.66,0.00103
bid,62849.64,0.00022
bid,62833.15,0.00011
bid,62828.0,0.1
bid,62825.76,0.00279
bid,62821.31,0.0001
bid,62800.0,22.61205
bid,62798.83,0.00016
bid,62793.75,0.00021
bid,62788.33,0.00039
bid,62783.9,0.00045
bid,62780.91,0.00009
bid,62780.64,0.00165
bid,62777.99,0.0014
bid,62777.0,0.0566
bid,62774.4,0.00105
bid,62760.69,0.00011
bid,62760.0,0.01933
bid,62755.6,0.00009
bid,62752.38,0.08764
bid,62750.0,1.04947
bid,62748.0,0.00012
bid,62746.03,0.00039
bid,62739.98,0.00009
bid,62723.12,0.00009
bid,62722.0,0.2076
bid,62704.12,0.00085
bid,62700.0,12.74837
bid,62696.84,0.00065
bid,62682.68,0.00018
bid,62650.0,4.1172
bid,62638.66,0.00047
bid,62625.69,0.00053
bid,62600.0,3.84249
bid,62567.0,0.26883
bid,62555.0,0.42999
bid,62550.0,4.38973
bid,62531.09,0.00454
bid,62530.05,0.00024
bid,62527.0,0.29595
bid,62526.98,0.00049
bid,62520.0,0.37941
bid,62517.8,0.00182
bid,62501.0,2.41217
bid,62500.0,64.99502
bid,62468.85,0.00016
bid,62452.65,0.00033
bid,62410.0,0.0064
bid,62400.0,13.6079
bid,62375.0,0.00974
bid,62371.51,0.00022
bid,62355.0,0.04409
bid,62310.13,0.00032
bid,62300.0,13.8772
bid,62292.72,0.00901
bid,62276.5,0.00016
bid,62243.05,0.00053
bid,62238.66,0.00047
bid,62237.8,0.00279
bid,62222.0,2.01262
bid,62200.0,7.42428
bid,62199.25,0.00066
bid,62190.0,0.51974
bid,62185.44,0.00084
bid,62150.39,0.00098
bid,62111.0,0.41459
bid,62100.0,18.51574
bid,62089.29,0.00049
bid,62000.0,117.96548
bid,61957.77,0.00009
bid,61945.89,0.00279
bid,61900.0,6.00864
bid,61899.99,0.3
bid,61866.59,0.00025
bid,61860.41,0.00053
bid,61838.66,0.00294
bid,61822.0,0.00038
bid,61804.26,0.00009
bid,61800.0,19.65307
bid,61747.85,0.00023
bid,61705.6,0.00067
bid,61681.87,0.05492
bid,61666.66,0.10294
bid,61655.34,0.00279
bid,61654.66,0.0005
bid,61534.19,0.00009
bid,61533.71,0.00009
bid,61500.21,0.00144
bid,61500.0,65.6028
bid,61477.77,0.00054
bid,61442.93,0.00325
bid,61438.66,0.00048
bid,61400.0,2.70553
bid,61388.0,0.37119
bid,61377.0,6.0
bid,61372.0,0.00145
bid,61366.16,0.00432
bid,61300.0,8.31469
bid,61255.0,0.04809
bid,61240.08,0.00035
bid,61223.07,0.0005
bid,61215.88,0.00067
bid,61172.41,0.00009
bid,61095.13,0.00054
bid,61078.34,0.00279
bid,61061.0,0.00543
bid,61038.66,0.00048
bid,61000.0,82.19913
bid,60900.0,2.50199
bid,60794.5,0.0005
bid,60791.87,0.00279
bid,60750.0,2.92592
bid,60730.04,0.00068
bid,60712.49,0.00054
bid,60676.28,0.00013
bid,60668.57,0.00037
bid,60667.57,0.0002
bid,60666.22,0.0001
bid,60661.31,0.0001
bid,60651.6,0.00132
bid,60645.82,0.0001
bid,60638.66,0.00049
bid,60600.0,114.81222
bid,60597.32,0.00032
bid,60590.99,0.0001
bid,60547.2,0.00095
bid,60506.73,0.00279
bid,60500.0,21.95423
bid,60400.0,3.57883
bid,60368.93,0.00051
bid,60329.84,0.00055
bid,60255.0,0.00034
bid,60250.0,2.86488
bid,60248.05,0.00068
bid,60238.66,0.00049
bid,60222.94,0.00454
bid,60021.0,0.03015
bid,60011.47,0.00017
bid,60000.0,180.0615
bid,59947.2,0.00214
bid,59946.34,0.00051
bid,59940.48,0.00279
bid,59900.0,1.77663
bid,59892.79,0.0001
bid,59838.66,0.00049
bid,59800.0,7.10591
bid,59784.83,0.00555
bid,59769.89,0.00069
bid,59659.34,0.00279
bid,59564.56,0.00056
bid,59540.0,0.00064
bid,59526.71,0.00052
bid,59520.0,0.3454
bid,59500.0,36.7416
bid,59400.49,0.00015
bid,59400.0,9.75818
bid,59379.52,0.00279
bid,59255.0,0.00675
bid,59222.0,0.02544
bid,59101.02,0.00432
bid,59000.0,76.55286
bid,58900.0,4.29088
bid,58888.0,8.92665
bid,58823.82,0.00279
bid,58756.77,0.00271
bid,58744.0,0.00863
bid,58734.69,0.03858
bid,58727.27,0.00561
bid,58614.38,0.00034
bid,58613.81,0.00016
bid,58547.92,0.00279
bid,58440.0,0.00834
bid,58400.0,1.65312
bid,58391.51,0.02568
bid,58273.31,0.00279
bid,58255.0,0.00585
bid,58097.0,0.001
bid,58000.0,177.47801
bid,57900.0,6.16475
bid,57800.0,20.35945
bid,57500.0,150.32626
bid,57494.11,0.00016
bid,57493.0,0.00461
bid,57492.34,0.4
bid,57491.45,0.00168
bid,57491.44,0.00078
bid,57491.0,0.43485
bid,57490.0,0.00869
bid,57488.0,0.00173
bid,57487.5,0.00106
bid,57487.0,0.01254
bid,57486.0,0.00629
bid,57485.0,0.03357
bid,57482.0,0.00173
bid,57481.0,0.00877
bid,57480.0,0.04231
bid,57479.45,0.0002
bid,57479.0,0.01216
bid,57476.0,0.00699
bid,57475.0,0.19162
bid,57474.0,0.0005
bid,57473.99,0.15659
bid,57473.0,0.01739
bid,57472.74,0.00104
bid,57472.0,0.0001
bid,57470.58,0.00348
bid,57470.0,0.06673
bid,57469.0,0.0013
bid,57468.87,0.0002
bid,57468.6,0.00146
bid,57467.0,0.00599
bid,57466.0,0.001
bid,57465.0,0.02088
bid,57464.0,0.00557
bid,57463.0,0.07065
bid,57461.53,0.00018
bid,57458.58,0.00043
bid,57456.26,0.0006
bid,57456.0,0.18456
bid,57455.0,0.00696
bid,57454.78,0.00032
bid,57454.04,0.0002
bid,57453.25,0.0002
bid,57452.31,0.0002
bid,57452.0,0.00626
bid,57450.23,0.00822
bid,57450.0,0.25623
bid,57448.0,0.0087
bid,57447.0,0.00174
bid,57446.54,0.00056
bid,57446.0,0.00015
bid,57445.62,0.00183
bid,57445.15,0.00327
bid,57445.0,0.0174
bid,57444.0,0.00589
bid,57442.4,0.02095
bid,57442.0,0.009
bid,57441.0,0.01875
bid,57440.26,0.00034
bid,57440.0,0.0034
bid,57437.0,0.00609
bid,57436.0,0.0028
bid,57435.89,0.0001
bid,57435.72,0.00135
bid,57435.0,0.01795
bid,57434.13,0.0001
bid,57432.36,0.00014
bid,57432.0,0.00667
bid,57431.0,0.001
bid,57430.0,0.0988
bid,57429.42,0.0054
bid,57429.41,0.0001
bid,57429.0,0.0076
bid,57427.0,0.00174
bid,57421.0,0.01741
bid,57420.0,0.00308
bid,57419.48,0.0001
bid,57419.47,0.00011
bid,57419.0,0.02
bid,57414.0,0.00444
bid,57412.0,0.2
bid,57411.61,0.00142
bid,57411.0,0.00045
bid,57410.0,0.55841
bid,57409.2,0.00266
bid,57409.0,0.00374
bid,57407.4,0.0001
bid,57402.01,0.03709
bid,57402.0,0.002
bid,57401.0,0.0029
bid,57400.0,3.73997
bid,57398.14,0.0016
bid,57398.0,0.00661
bid,57396.0,0.00174
bid,57394.69,0.00018
bid,57394.0,0.00009
bid,57393.0,0.005
bid,57389.0,0.2006
bid,57388.0,0.09602
bid,57387.59,0.0001
bid,57384.0,0.06372
bid,57383.33,0.00025
bid,57382.0,0.2016
bid,57380.46,0.00032
bid,57380.0,0.03584
bid,57378.0,0.26142
bid,57376.0,0.00191
bid,57375.0,0.154
bid,57374.0,0.00322
bid,57373.0,0.1
bid,57371.37,0.00014
bid,57370.0,0.1
bid,57369.0,0.00807
bid,57368.0,0.01223
bid,57367.0,0.00122
bid,57366.0,0.02985
bid,57365.0,0.00763
bid,57363.0,0.0055
bid,57362.0,0.00017
bid,57360.0,0.22645
bid,57359.0,0.00174
bid,57358.11,0.00011
bid,57358.0,0.0523
bid,57356.08,0.00174
bid,57356.0,0.01743
bid,57355.91,0.3
bid,57354.0,0.03487
bid,57353.0,0.00012
bid,57352.0,0.00018
bid,57351.0,0.15233
bid,57350.0,0.64871
bid,57349.0,0.07735
bid,57346.0,0.01161
bid,57345.23,0.0001
bid,57345.0,0.27372
bid,57344.4,0.00104
bid,57344.36,0.00074
bid,57344.0,0.00016
bid,57343.75,0.0001
bid,57342.0,0.00081
bid,57341.86,0.00086
bid,57341.33,0.00009
bid,57341.0,0.00383
bid,57340.0,0.01414
bid,57339.0,0.0007
bid,57338.0,0.00787
bid,57336.3,0.00393
bid,57336.0,0.0006
bid,57335.0,0.00104
bid,57334.0,0.00627
bid,57333.0,0.28346
bid,57332.0,0.00107
bid,57330.0,0.00036
bid,57329.0,0.00017
bid,57328.0,0.027
bid,57326.0,0.0125
bid,57325.0,0.18555
bid,57323.94,0.00231
bid,57323.0,0.0234
bid,57322.0,0.20198
bid,57321.0,0.09043
bid,57319.0,0.02689
bid,57313.25,0.00024
bid,57255.0,0.09656
bid,57000.0,226.1684
bid,56588.0,0.1766
bid,56300.0,8.66201
bid,56255.0,0.00244
bid,56000.0,189.32316
bid,55666.0,0.68598
bid,55658.0,1.02013
bid,55500.0,59.37432
bid,55370.0,0.1215
bid,55300.0,9.71645
bid,55255.0,0.20445
bid,55100.33,0.04559
bid,55000.0,526.361
bid,54500.0,49.55238
bid,54294.6,0.00011
bid,54287.8,0.00021
bid,54286.15,0.00168
bid,54275.9,0.00042
bid,54271.24,0.00525
bid,54265.95,0.00021
bid,54261.4,0.00021
bid,54255.64,0.00063
bid,54236.08,0.00021
bid,54231.7,0.00015
bid,54231.64,0.00063
bid,54221.5,0.00021
bid,54216.4,0.00189
bid,54213.0,0.16875
bid,54209.6,0.00042
bid,54202.95,0.00021
bid,54199.4,0.00042
bid,54192.6,0.00042
bid,54187.46,0.00063
bid,54187.14,0.00021
bid,54183.38,0.00042
bid,54176.07,0.00294
bid,54160.58,0.00042
bid,54153.5,0.00021
bid,54126.33,0.00084
bid,54107.6,0.00084
bid,54093.71,0.00063
bid,54007.0,0.47556
bid,54000.0,211.86269
bid,53200.0,14.23753
bid,52333.0,0.7919
bid,52222.0,4.15436
bid,52000.0,189.39188
bid,51948.64,0.00182
bid,51150.0,10.39869
bid,51107.0,0.00587
bid,51102.0,0.00042
bid,51101.0,0.16831
bid,51100.0,16.08441
bid,51099.99,0.00042
bid,51098.0,0.16827
bid,51096.0,0.01957
bid,51091.0,0.04254
bid,51090.0,0.23616
bid,51089.0,0.14827
bid,51088.7,0.00066
bid,51088.0,0.16223
bid,51087.0,0.13138
bid,51086.0,0.60588
bid,51081.74,0.00032
bid,51080.0,0.28274
bid,51079.99,0.19577
bid,51079.0,0.12893
bid,51078.81,0.00132
bid,51077.0,0.0848
bid,51075.0,0.07375
bid,51074.0,0.00295
bid,51070.0,0.01682
bid,51066.52,0.00044
bid,51066.0,0.00097
bid,51064.0,0.02258
bid,51062.0,0.00844
bid,51060.0,0.00672
bid,51059.0,0.00302
bid,51057.0,0.01958
bid,51056.0,0.15474
bid,51055.0,0.01959
bid,51051.8,0.00026
bid,51051.0,5.43971
bid,51050.0,6.66617
bid,51045.72,0.00046
bid,51043.0,0.0003
bid,51040.0,0.00075
bid,51038.4,0.00011
bid,51035.0,0.00056
bid,51034.17,0.0128
bid,51031.0,0.00039
bid,51027.0,0.00011
bid,51024.0,0.00011
bid,51012.0,0.60042
bid,51011.2,0.03621
bid,51011.19,0.1
bid,51011.0,8.31016
bid,51010.0,0.33317
bid,51008.0,0.07857
bid,51007.0,0.07881
bid,51005.0,0.17995
bid,51004.0,0.00019
bid,51003.0,0.01
bid,51002.0,0.00117
bid,51000.0,168.51576
bid,50995.0,0.11765
bid,50994.0,0.1
bid,50993.6,0.00187
bid,50990.39,0.00103
bid,50990.0,0.03922
bid,50988.8,0.00011
bid,50985.85,0.0001
bid,50984.0,0.00392
bid,50980.0,0.54001
bid,50978.83,0.00011
bid,50977.0,0.00039
bid,50975.0,0.05023
bid,50972.22,0.00019
bid,50969.0,0.0015
bid,50967.0,0.00784
bid,50966.0,0.00098
bid,50964.0,0.00058
bid,50962.13,0.00019
bid,50962.0,0.29572
bid,50960.0,0.00093
bid,50959.0,0.00198
bid,50955.0,0.0003
bid,50951.0,0.0001
bid,50950.0,0.52618
bid,50888.0,7.05958
bid,50173.28,0.04982
bid,50100.0,51.73413
bid,50001.0,30.05164
bid,50000.0,432.21598
bid,48100.0,22.83478
bid,48000.0,195.49437
bid,46000.0,68.16144
bid,44000.0,28.27747
bid,42000.0,85.20897
bid,40000.0,233.45288
bid,38000.0,84.34246
bid,36000.0,26.67247
bid,35000.0,136.31529
bid,33560.0,0.06874
bid,33000.0,38.49618
ask,63493.72,0.00418
ask,63498.42,0.00784
ask,63499.95,0.00784
ask,63504.82,0.36806
ask,63507.12,0.78445
ask,63589.75,0.00493
ask,63810.47,0.98207
ask,63810.48,0.00142
ask,63810.49,0.00111
ask,63810.71,0.00988
ask,63810.72,0.00018
ask,63810.73,0.08321
ask,63810.74,0.17219
ask,63811.2,0.00008
ask,63811.74,0.00032
ask,63811.99,0.00018
ask,63812.0,0.02218
ask,63812.04,0.00008
ask,63812.1,0.00009
ask,63812.66,0.00018
ask,63812.67,0.06404
ask,63812.78,0.01252
ask,63812.92,0.00018
ask,63812.93,0.04331
ask,63812.94,0.03821
ask,63813.06,0.00009
ask,63813.13,0.02115
ask,63813.31,0.00008
ask,63813.47,0.01751
ask,63813.62,0.00008
ask,63814.0,0.022
ask,63814.22,0.03169
ask,63814.4,0.01255
ask,63814.66,0.00008
ask,63815.16,0.00012
ask,63815.49,0.00008
ask,63815.5,0.02535
ask,63815.54,0.00008
ask,63815.7,0.00069
ask,63815.98,0.00008
ask,63816.0,0.38736
ask,63816.22,0.0127
ask,63816.24,0.00019
ask,63816.38,0.00009
ask,63816.67,0.0173
ask,63816.69,0.00235
ask,63816.77,0.01901
ask,63816.96,0.00047
ask,63817.5,0.04
ask,63817.54,0.00008
ask,63817.6,0.00416
ask,63817.62,0.00008
ask,63817.73,0.0036
ask,63817.81,0.00048
ask,63817.88,0.01231
ask,63817.9,0.03
ask,63817.92,0.00032
ask,63817.99,0.94306
ask,63818.0,0.022
ask,63818.05,0.01267
ask,63818.09,0.00008
ask,63818.19,0.00032
ask,63818.43,0.00166
ask,63818.44,0.00009
ask,63818.54,0.0037
ask,63818.85,0.02
ask,63819.13,0.00351
ask,63819.18,0.4052
ask,63819.19,0.45473
ask,63819.2,0.004
ask,63819.42,0.00009
ask,63819.45,0.00189
ask,63819.57,0.00784
ask,63819.58,0.00008
ask,63819.72,0.00313
ask,63819.75,0.00008
ask,63819.8,0.08
ask,63820.0,0.032
ask,63820.36,0.00784
ask,63820.37,0.05113
ask,63820.4,0.3037
ask,63820.57,0.94306
ask,63820.59,0.10391
ask,63820.64,0.00008
ask,63820.76,0.00017
ask,63820.8,0.16084
ask,63820.96,0.0127
ask,63821.25,0.00008
ask,63821.52,0.00012
ask,63821.62,0.00008
ask,63821.66,0.01725
ask,63821.98,0.00008
ask,63822.0,0.02208
ask,63822.01,0.00218
ask,63822.4,0.004
ask,63822.51,0.49279
ask,63822.6,0.00019
ask,63822.64,0.00023
ask,63822.76,0.00009
ask,63823.13,0.00313
ask,63823.16,0.00008
ask,63823.66,0.00008
ask,63823.73,0.00016
ask,63823.84,0.028
ask,63823.86,0.94306
ask,63823.95,0.00009
ask,63823.98,0.00008
ask,63824.0,0.07317
ask,63824.16,0.01229
ask,63824.37,0.15153
ask,63824.53,0.15667
ask,63824.63,0.00032
ask,63824.69,0.056
ask,63824.78,0.00009
ask,63824.99,0.0072
ask,63825.21,0.42348
ask,63825.44,0.042
ask,63825.52,0.00008
ask,63825.6,0.76872
ask,63825.61,0.38366
ask,63825.64,0.80335
ask,63825.7,0.00008
ask,63825.78,0.00009
ask,63825.97,0.16026
ask,63825.98,0.00008
ask,63825.99,0.00165
ask,63826.0,0.022
ask,63826.02,0.00008
ask,63826.34,0.001
ask,63826.5,0.00008
ask,63827.14,0.00009
ask,63827.15,0.01906
ask,63827.16,0.48449
ask,63827.17,0.94306
ask,63827.2,0.00416
ask,63827.26,0.038
ask,63827.75,0.00008
ask,63827.83,0.04808
ask,63827.85,0.04
ask,63827.86,0.04
ask,63827.88,0.00012
ask,63827.89,0.42346
ask,63827.91,0.038
ask,63828.0,0.02208
ask,63828.05,0.0169
ask,63828.09,0.00335
ask,63828.4,0.3037
ask,63828.41,0.042
ask,63828.48,0.032
ask,63828.76,1.59875
ask,63828.77,2.35765
ask,63828.8,0.78839
ask,63828.96,0.00019
ask,63829.0,0.002
ask,63829.08,0.15666
ask,63829.12,0.03
ask,63829.75,0.042
ask,63829.79,0.00008
ask,63830.0,0.032
ask,63830.01,0.05914
ask,63830.06,0.94306
ask,63830.07,0.20175
ask,63830.19,0.42344
ask,63830.33,0.00009
ask,63830.36,0.00008
ask,63830.4,0.00416
ask,63830.62,0.00023
ask,63830.83,0.00032
ask,63831.04,0.034
ask,63831.08,0.04432
ask,63831.1,0.036
ask,63831.12,0.00009
ask,63831.58,0.08724
ask,63831.63,0.00008
ask,63831.83,0.09407
ask,63832.0,1.82808
ask,63832.01,0.21977
ask,63832.23,0.49461
ask,63832.25,0.0036
ask,63832.29,0.00008
ask,63832.38,0.00843
ask,63833.31,2.35765
ask,63833.42,0.00188
ask,63833.52,0.00009
ask,63833.6,0.00416
ask,63833.87,0.00008
ask,63834.0,0.022
ask,63834.14,0.0392
ask,63834.17,1.32672
ask,63834.24,0.00012
ask,63834.44,0.01715
ask,63834.51,1.50577
ask,63835.17,0.0025
ask,63835.18,0.96595
ask,63835.19,0.42341
ask,63835.2,0.004
ask,63835.32,0.00019
ask,63835.36,0.42341
ask,63835.48,0.00008
ask,63835.49,0.81805
ask,63835.92,0.00008
ask,63835.98,0.002
ask,63836.0,0.022
ask,63836.22,0.002
ask,63836.23,0.78408
ask,63836.4,0.30393
ask,63836.71,0.00009
ask,63836.8,0.00424
ask,63837.29,0.00032
ask,63837.43,0.00064
ask,63837.46,0.00009
ask,63837.53,0.00032
ask,63837.72,0.67
ask,63838.0,0.022
ask,63838.04,0.00008
ask,63838.19,0.01151
ask,63838.28,0.00008
ask,63838.4,0.004
ask,63838.62,0.00045
ask,63838.74,0.00012
ask,63839.25,0.00008
ask,63839.3,0.0392
ask,63839.51,0.0024
ask,63839.9,0.00009
ask,63839.94,1.22487
ask,63839.97,0.0044
ask,63839.98,0.00008
ask,63840.0,0.08646
ask,63840.56,0.15495
ask,63840.6,0.00012
ask,63840.67,0.00012
ask,63840.74,0.94306
ask,63840.83,0.01726
ask,63840.86,0.38366
ask,63840.88,0.11766
ask,63840.97,2.35765
ask,63841.14,0.99365
ask,63841.55,1.21547
ask,63841.68,0.00019
ask,63842.0,0.022
ask,63842.04,0.00008
ask,63842.05,0.00008
ask,63842.34,0.78401
ask,63842.37,0.15755
ask,63842.38,0.11785
ask,63842.97,0.0392
ask,63843.0,0.01
ask,63843.2,0.05608
ask,63843.23,0.038
ask,63843.31,0.00023
ask,63843.5,0.00632
ask,63843.79,0.048
ask,63843.8,0.00009
ask,63843.81,0.04
ask,63843.84,0.00032
ask,63843.86,0.94306
ask,63843.87,0.038
ask,63843.88,0.3037
ask,63843.91,0.042
ask,63843.98,0.00032
ask,63844.0,0.0228
